position_id,source_game_id,phase,ply,fen,side_to_move,variant,depth,legal_move_count,teacher_best_move,predicted_move,selected_teacher_cp,teacher_best_cp,regret_cp,teacher_best_agreement,top3_teacher_agreement,selected_teacher_rank,fly_rank_of_teacher_best,score_margin,score_dispersion,spearman_rank_correlation,kendall_rank_correlation,recurrent_passes,latency_s,trajectory_latency_s,stockfish_eval_loss_cp,post_eval_included
opening_000_offset_00,opening_000,early,8,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,white,recurrent_edges_attenuated_0.05,1,36,e4a8,h2h4,-200.0,739.0,939.0,0,0,14,17,0.0,0.0,,,36,3.904038400040008,198.59936120000202,645.0,1
opening_000_offset_00,opening_000,early,8,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,white,recurrent_edges_attenuated_0.05,2,36,e4a8,g2g3,-261.0,739.0,1000.0,0,0,21,4,2.626341301947832e-05,1.9354131319171216e-05,-0.20759896824934757,-0.13393685081221612,72,7.609878899995238,198.59936120000202,707.0,1
opening_000_offset_00,opening_000,early,8,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,white,recurrent_edges_attenuated_0.05,4,36,e4a8,g2g3,-261.0,739.0,1000.0,0,0,21,4,3.6953832022845745e-05,2.7503745040803812e-05,-0.2595095626673147,-0.15433615952018379,144,12.57125260005705,198.59936120000202,737.0,1
opening_000_offset_00,opening_000,early,8,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,white,recurrent_edges_attenuated_0.05,8,36,e4a8,g2g3,-261.0,739.0,1000.0,0,0,21,4,3.751832991838455e-05,2.796624812492498e-05,-0.2595095626673147,-0.15433615952018379,288,23.390621500089765,198.59936120000202,732.0,1
opening_000_offset_00,opening_000,early,8,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,white,recurrent_edges_attenuated_0.05,16,36,e4a8,g2g3,-261.0,739.0,1000.0,0,0,21,4,3.7518737372010946e-05,2.7966960340799924e-05,-0.2595095626673147,-0.15433615952018379,576,45.65422460006084,198.59936120000202,732.0,1
opening_000_offset_00,opening_000,early,8,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,white,recurrent_edges_attenuated_0.05,32,36,e4a8,g2g3,-261.0,739.0,1000.0,0,0,21,4,3.7518737372010946e-05,2.7966960340799924e-05,-0.2595095626673147,-0.15433615952018379,1152,99.71281020005699,198.59936120000202,746.0,1
opening_000_offset_00,opening_000,early,8,rn1qkb1r/2pppppp/bp3n2/p7/4B3/3PP3/PPP2PPP/RNBQK1NR w KQkq - 1 5,white,recurrent_edges_attenuated_0.05,64,36,e4a8,g2g3,-261.0,739.0,1000.0,0,0,21,4,3.7518737372010946e-05,2.7966960340799924e-05,-0.2595095626673147,-0.15433615952018379,2304,198.07469000003766,198.59936120000202,761.0,1
opening_000_offset_04,opening_000,early,12,rn1qkbnr/1bpppppp/1p6/p7/P3B3/3PP3/1PP2PPP/RNBQ1KNR w kq - 1 7,white,recurrent_edges_attenuated_0.05,1,35,e4b7,h2h4,-62.0,374.0,436.0,0,0,10,18,0.0,0.0,,,35,3.4111788999289274,181.14305979991332,868.0,1
opening_000_offset_04,opening_000,early,12,rn1qkbnr/1bpppppp/1p6/p7/P3B3/3PP3/1PP2PPP/RNBQ1KNR w kq - 1 7,white,recurrent_edges_attenuated_0.05,2,35,e4b7,g2g3,-33.0,374.0,407.0,0,0,7,4,2.6263383915647864e-05,1.8611708741497743e-05,0.08421941250423098,0.04225247341922307,70,6.382980700000189,181.14305979991332,825.0,1
opening_000_offset_04,opening_000,early,12,rn1qkbnr/1bpppppp/1p6/p7/P3B3/3PP3/1PP2PPP/RNBQ1KNR w kq - 1 7,white,recurrent_edges_attenuated_0.05,4,35,e4b7,g2g3,-33.0,374.0,407.0,0,0,7,4,3.695220220834017e-05,2.6463870803100706e-05,0.0687819585122604,0.030328656257995107,140,11.163958799908869,181.14305979991332,827.0,1
opening_000_offset_04,opening_000,early,12,rn1qkbnr/1bpppppp/1p6/p7/P3B3/3PP3/1PP2PPP/RNBQ1KNR w kq - 1 7,white,recurrent_edges_attenuated_0.05,8,35,e4b7,g2g3,-33.0,374.0,407.0,0,0,7,4,3.7515972508117557e-05,2.6911216313828175e-05,0.0687819585122604,0.030328656257995107,280,21.35516249993816,181.14305979991332,834.0,1
opening_000_offset_04,opening_000,early,12,rn1qkbnr/1bpppppp/1p6/p7/P3B3/3PP3/1PP2PPP/RNBQ1KNR w kq - 1 7,white,recurrent_edges_attenuated_0.05,16,35,e4b7,g2g3,-33.0,374.0,407.0,0,0,7,4,3.751684562303126e-05,2.691191887327729e-05,0.0687819585122604,0.030328656257995107,560,44.210337099968456,181.14305979991332,838.0,1
opening_000_offset_04,opening_000,early,12,rn1qkbnr/1bpppppp/1p6/p7/P3B3/3PP3/1PP2PPP/RNBQ1KNR w kq - 1 7,white,recurrent_edges_attenuated_0.05,32,35,e4b7,g2g3,-33.0,374.0,407.0,0,0,7,4,3.751684562303126e-05,2.691191887327729e-05,0.0687819585122604,0.030328656257995107,1120,93.92864639998879,181.14305979991332,842.0,1
opening_000_offset_04,opening_000,early,12,rn1qkbnr/1bpppppp/1p6/p7/P3B3/3PP3/1PP2PPP/RNBQ1KNR w kq - 1 7,white,recurrent_edges_attenuated_0.05,64,35,e4b7,g2g3,-33.0,374.0,407.0,0,0,7,4,3.751684562303126e-05,2.691191887327729e-05,0.0687819585122604,0.030328656257995107,2240,180.3168982999632,181.14305979991332,849.0,1
opening_000_offset_08,opening_000,early,16,rn1qkbnr/1bp2ppp/1p1p4/p3p3/P7/3PPB2/1PP1QPPP/RNB2KNR w kq - 0 9,white,recurrent_edges_attenuated_0.05,1,27,f3b7,h2h4,6.0,494.0,488.0,0,0,5,11,0.0,0.0,,,27,1.9671329000266269,176.36609399993904,842.0,1
opening_000_offset_08,opening_000,early,16,rn1qkbnr/1bp2ppp/1p1p4/p3p3/P7/3PPB2/1PP1QPPP/RNB2KNR w kq - 0 9,white,recurrent_edges_attenuated_0.05,2,27,f3b7,g2g3,-55.0,494.0,549.0,0,0,9,22,2.6263423933414742e-05,8.712322222106781e-05,0.3974917319385229,0.25472493522764533,54,4.240227499976754,176.36609399993904,889.0,1
opening_000_offset_08,opening_000,early,16,rn1qkbnr/1bp2ppp/1p1p4/p3p3/P7/3PPB2/1PP1QPPP/RNB2KNR w kq - 0 9,white,recurrent_edges_attenuated_0.05,4,27,f3b7,g2g3,-55.0,494.0,549.0,0,0,9,22,3.6952093068975955e-05,0.00012190787245821555,0.3785681619438134,0.26248243540669325,108,9.240775699960068,176.36609399993904,874.0,1
opening_000_offset_08,opening_000,early,16,rn1qkbnr/1bp2ppp/1p1p4/p3p3/P7/3PPB2/1PP1QPPP/RNB2KNR w kq - 0 9,white,recurrent_edges_attenuated_0.05,8,27,f3b7,g2g3,-55.0,494.0,549.0,0,0,9,22,3.751613985514268e-05,0.00012373467770054834,0.3785681619438134,0.26248243540669325,216,18.349808600032702,176.36609399993904,877.0,1
opening_000_offset_08,opening_000,early,16,rn1qkbnr/1bp2ppp/1p1p4/p3p3/P7/3PPB2/1PP1QPPP/RNB2KNR w kq - 0 9,white,recurrent_edges_attenuated_0.05,16,27,f3b7,g2g3,-55.0,494.0,549.0,0,0,9,22,3.751688200281933e-05,0.00012373717188837749,0.3785681619438134,0.26248243540669325,432,38.53672660002485,176.36609399993904,877.0,1
opening_000_offset_08,opening_000,early,16,rn1qkbnr/1bp2ppp/1p1p4/p3p3/P7/3PPB2/1PP1QPPP/RNB2KNR w kq - 0 9,white,recurrent_edges_attenuated_0.05,32,27,f3b7,g2g3,-55.0,494.0,549.0,0,0,9,22,3.751688200281933e-05,0.00012373717188837749,0.3785681619438134,0.26248243540669325,864,86.55050140002277,176.36609399993904,874.0,1
opening_000_offset_08,opening_000,early,16,rn1qkbnr/1bp2ppp/1p1p4/p3p3/P7/3PPB2/1PP1QPPP/RNB2KNR w kq - 0 9,white,recurrent_edges_attenuated_0.05,64,27,f3b7,g2g3,-55.0,494.0,549.0,0,0,9,22,3.751688200281933e-05,0.00012373717188837749,0.3785681619438134,0.26248243540669325,1728,175.99426780000795,176.36609399993904,874.0,1
opening_000_offset_12,opening_000,middle,20,r2qkbnr/1b3ppp/nppp4/p3p3/P7/3PPB2/1PP1NPPP/RNBQ1K1R w kq - 0 11,white,recurrent_edges_attenuated_0.05,1,31,f1e1,h2h4,-44.0,-23.0,21.0,0,0,4,12,0.0,0.0,,,31,2.3563935999991372,177.25628440000582,39.0,1
opening_000_offset_12,opening_000,middle,20,r2qkbnr/1b3ppp/nppp4/p3p3/P7/3PPB2/1PP1NPPP/RNBQ1K1R w kq - 0 11,white,recurrent_edges_attenuated_0.05,2,31,f1e1,g2g3,-62.0,-23.0,39.0,0,0,9,13,2.6263442123308778e-05,7.76688169768812e-05,0.36885851782560164,0.27225604220988203,62,4.853119599982165,177.25628440000582,59.0,1
opening_000_offset_12,opening_000,middle,20,r2qkbnr/1b3ppp/nppp4/p3p3/P7/3PPB2/1PP1NPPP/RNBQ1K1R w kq - 0 11,white,recurrent_edges_attenuated_0.05,4,31,f1e1,g2g3,-62.0,-23.0,39.0,0,0,9,18,3.6952304071746767e-05,0.0001086781100372999,0.3371987650508648,0.2459559805439016,124,9.172397200018167,177.25628440000582,57.0,1
opening_000_offset_12,opening_000,middle,20,r2qkbnr/1b3ppp/nppp4/p3p3/P7/3PPB2/1PP1NPPP/RNBQ1K1R w kq - 0 11,white,recurrent_edges_attenuated_0.05,8,31,f1e1,g2g3,-62.0,-23.0,39.0,0,0,9,18,3.7516074371524155e-05,0.00011030601156026464,0.3371987650508648,0.2459559805439016,248,20.409799200017005,177.25628440000582,57.0,1
opening_000_offset_12,opening_000,middle,20,r2qkbnr/1b3ppp/nppp4/p3p3/P7/3PPB2/1PP1NPPP/RNBQ1K1R w kq - 0 11,white,recurrent_edges_attenuated_0.05,16,31,f1e1,g2g3,-62.0,-23.0,39.0,0,0,9,18,3.751672920770943e-05,0.00011030824781783921,0.3371987650508648,0.2459559805439016,496,41.13342600001488,177.25628440000582,57.0,1
opening_000_offset_12,opening_000,middle,20,r2qkbnr/1b3ppp/nppp4/p3p3/P7/3PPB2/1PP1NPPP/RNBQ1K1R w kq - 0 11,white,recurrent_edges_attenuated_0.05,32,31,f1e1,g2g3,-62.0,-23.0,39.0,0,0,9,18,3.751672920770943e-05,0.00011030824781783921,0.3371987650508648,0.2459559805439016,992,87.31486969999969,177.25628440000582,53.0,1
opening_000_offset_12,opening_000,middle,20,r2qkbnr/1b3ppp/nppp4/p3p3/P7/3PPB2/1PP1NPPP/RNBQ1K1R w kq - 0 11,white,recurrent_edges_attenuated_0.05,64,31,f1e1,g2g3,-62.0,-23.0,39.0,0,0,9,18,3.751672920770943e-05,0.00011030824781783921,0.3371987650508648,0.2459559805439016,1984,176.72025300003588,177.25628440000582,59.0,1
opening_000_offset_16,opening_000,middle,24,r2qkb1r/1b3ppp/n1pp1n2/pp2p3/P7/2PPPB2/RP2NPPP/1NBQ1K1R w kq - 0 13,white,recurrent_edges_attenuated_0.05,1,31,a4b5,h2h4,-86.0,92.0,178.0,0,0,3,29,0.0,0.0,,,31,3.2264762999257073,173.45799949998036,239.0,1
opening_000_offset_16,opening_000,middle,24,r2qkb1r/1b3ppp/n1pp1n2/pp2p3/P7/2PPPB2/RP2NPPP/1NBQ1K1R w kq - 0 13,white,recurrent_edges_attenuated_0.05,2,31,a4b5,g2g3,-112.0,92.0,204.0,0,0,10,4,2.6263434847351164e-05,7.780937955769228e-05,0.49701981562334524,0.36286775274544614,62,6.491980799939483,173.45799949998036,285.0,1
opening_000_offset_16,opening_000,middle,24,r2qkb1r/1b3ppp/n1pp1n2/pp2p3/P7/2PPPB2/RP2NPPP/1NBQ1K1R w kq - 0 13,white,recurrent_edges_attenuated_0.05,4,31,a4b5,g2g3,-112.0,92.0,204.0,0,0,10,4,3.6952216760255396e-05,0.00010890337307466056,0.46339988842974766,0.3340524999370352,124,11.960742499912158,173.45799949998036,280.0,1
opening_000_offset_16,opening_000,middle,24,r2qkb1r/1b3ppp/n1pp1n2/pp2p3/P7/2PPPB2/RP2NPPP/1NBQ1K1R w kq - 0 13,white,recurrent_edges_attenuated_0.05,8,31,a4b5,g2g3,-112.0,92.0,204.0,0,0,10,4,3.75160452676937e-05,0.00011053882316095096,0.46339988842974766,0.3340524999370352,248,22.10978449997492,173.45799949998036,280.0,1
opening_000_offset_16,opening_000,middle,24,r2qkb1r/1b3ppp/n1pp1n2/pp2p3/P7/2PPPB2/RP2NPPP/1NBQ1K1R w kq - 0 13,white,recurrent_edges_attenuated_0.05,16,31,a4b5,g2g3,-112.0,92.0,204.0,0,0,10,4,3.751672920770943e-05,0.00011054112819070527,0.46339988842974766,0.3340524999370352,496,43.720836099935696,173.45799949998036,274.0,1
opening_000_offset_16,opening_000,middle,24,r2qkb1r/1b3ppp/n1pp1n2/pp2p3/P7/2PPPB2/RP2NPPP/1NBQ1K1R w kq - 0 13,white,recurrent_edges_attenuated_0.05,32,31,a4b5,g2g3,-112.0,92.0,204.0,0,0,10,4,3.751672920770943e-05,0.00011054112819070527,0.46339988842974766,0.3340524999370352,992,85.50838769995607,173.45799949998036,304.0,1
opening_000_offset_16,opening_000,middle,24,r2qkb1r/1b3ppp/n1pp1n2/pp2p3/P7/2PPPB2/RP2NPPP/1NBQ1K1R w kq - 0 13,white,recurrent_edges_attenuated_0.05,64,31,a4b5,g2g3,-112.0,92.0,204.0,0,0,10,4,3.751672920770943e-05,0.00011054112819070527,0.46339988842974766,0.3340524999370352,1984,173.048272099928,173.45799949998036,275.0,1
opening_000_offset_20,opening_000,late,28,2rqkb1r/1b3pp1/n1pp1n2/pp2p2p/P7/2PPPB2/1P2NPPP/RNBQ2KR w k - 2 15,white,recurrent_edges_attenuated_0.05,1,29,a4b5,h2h4,-32.0,96.0,128.0,0,0,2,27,0.0,0.0,,,29,2.3973817999940366,123.67704270000104,181.0,1
opening_000_offset_20,opening_000,late,28,2rqkb1r/1b3pp1/n1pp1n2/pp2p2p/P7/2PPPB2/1P2NPPP/RNBQ2KR w k - 2 15,white,recurrent_edges_attenuated_0.05,2,29,a4b5,g2g3,-102.0,96.0,198.0,0,0,12,4,2.6263419385941233e-05,7.85196873290809e-05,0.45285154275043193,0.3233158350082245,58,4.962132400018163,123.67704270000104,281.0,1
opening_000_offset_20,opening_000,late,28,2rqkb1r/1b3pp1/n1pp1n2/pp2p2p/P7/2PPPB2/1P2NPPP/RNBQ2KR w k - 2 15,white,recurrent_edges_attenuated_0.05,4,29,a4b5,g2g3,-102.0,96.0,198.0,0,0,12,4,3.695221903399215e-05,0.00010990536283760119,0.4463603925962102,0.31319382625303527,116,9.046188400010578,123.67704270000104,285.0,1
opening_000_offset_20,opening_000,late,28,2rqkb1r/1b3pp1/n1pp1n2/pp2p2p/P7/2PPPB2/1P2NPPP/RNBQ2KR w k - 2 15,white,recurrent_edges_attenuated_0.05,8,29,a4b5,g2g3,-102.0,96.0,198.0,0,0,12,4,3.751606027435628e-05,0.00011155731161996344,0.4463603925962102,0.31319382625303527,232,17.762055700062774,123.67704270000104,276.0,1
opening_000_offset_20,opening_000,late,28,2rqkb1r/1b3pp1/n1pp1n2/pp2p2p/P7/2PPPB2/1P2NPPP/RNBQ2KR w k - 2 15,white,recurrent_edges_attenuated_0.05,16,29,a4b5,g2g3,-102.0,96.0,198.0,0,0,12,4,3.751687654585112e-05,0.00011155957883033808,0.4463603925962102,0.31319382625303527,464,32.71583020000253,123.67704270000104,276.0,1
opening_000_offset_20,opening_000,late,28,2rqkb1r/1b3pp1/n1pp1n2/pp2p2p/P7/2PPPB2/1P2NPPP/RNBQ2KR w k - 2 15,white,recurrent_edges_attenuated_0.05,32,29,a4b5,g2g3,-102.0,96.0,198.0,0,0,12,4,3.751687654585112e-05,0.00011155957883033808,0.4463603925962102,0.31319382625303527,928,61.34466219996102,123.67704270000104,260.0,1
opening_000_offset_20,opening_000,late,28,2rqkb1r/1b3pp1/n1pp1n2/pp2p2p/P7/2PPPB2/1P2NPPP/RNBQ2KR w k - 2 15,white,recurrent_edges_attenuated_0.05,64,29,a4b5,g2g3,-102.0,96.0,198.0,0,0,12,4,3.751687654585112e-05,0.00011155957883033808,0.4463603925962102,0.31319382625303527,1856,123.1939573000418,123.67704270000104,273.0,1
opening_000_offset_24,opening_000,late,32,2rqkb1r/1b2npp1/n1pp4/pp2p2p/P2N4/N1PPPB2/1P3PPP/R1BQ2KR w k - 6 17,white,recurrent_edges_attenuated_0.05,1,36,a4b5,h2h4,-85.0,229.0,314.0,0,0,8,30,0.0,0.0,,,36,1.7557050000177696,145.60045889997855,405.0,1
opening_000_offset_24,opening_000,late,32,2rqkb1r/1b2npp1/n1pp4/pp2p2p/P2N4/N1PPPB2/1P3PPP/R1BQ2KR w k - 6 17,white,recurrent_edges_attenuated_0.05,2,36,a4b5,g2g3,-303.0,229.0,532.0,0,0,17,5,2.6263433937856462e-05,7.773302135515111e-05,0.2167168155199083,0.1566671086534908,72,3.9696726000402123,145.60045889997855,511.0,1
opening_000_offset_24,opening_000,late,32,2rqkb1r/1b2npp1/n1pp4/pp2p2p/P2N4/N1PPPB2/1P3PPP/R1BQ2KR w k - 6 17,white,recurrent_edges_attenuated_0.05,4,36,a4b5,g2g3,-303.0,229.0,532.0,0,0,17,5,3.69522454093385e-05,0.00010881242735433434,0.20926640926640927,0.14920634920634923,144,8.010002600029111,145.60045889997855,416.0,1
opening_000_offset_24,opening_000,late,32,2rqkb1r/1b2npp1/n1pp4/pp2p2p/P2N4/N1PPPB2/1P3PPP/R1BQ2KR w k - 6 17,white,recurrent_edges_attenuated_0.05,8,36,a4b5,g2g3,-303.0,229.0,532.0,0,0,17,5,3.751598183043825e-05,0.00011044931002945857,0.20926640926640927,0.14920634920634923,288,17.025467099971138,145.60045889997855,506.0,1
opening_000_offset_24,opening_000,late,32,2rqkb1r/1b2npp1/n1pp4/pp2p2p/P2N4/N1PPPB2/1P3PPP/R1BQ2KR w k - 6 17,white,recurrent_edges_attenuated_0.05,16,36,a4b5,g2g3,-303.0,229.0,532.0,0,0,17,5,3.751674785235082e-05,0.00011045158194752571,0.20926640926640927,0.14920634920634923,576,35.2838880000636,145.60045889997855,452.0,1
opening_000_offset_24,opening_000,late,32,2rqkb1r/1b2npp1/n1pp4/pp2p2p/P2N4/N1PPPB2/1P3PPP/R1BQ2KR w k - 6 17,white,recurrent_edges_attenuated_0.05,32,36,a4b5,g2g3,-303.0,229.0,532.0,0,0,17,5,3.751674785235082e-05,0.00011045158194752571,0.20926640926640927,0.14920634920634923,1152,72.44816939998418,145.60045889997855,452.0,1
opening_000_offset_24,opening_000,late,32,2rqkb1r/1b2npp1/n1pp4/pp2p2p/P2N4/N1PPPB2/1P3PPP/R1BQ2KR w k - 6 17,white,recurrent_edges_attenuated_0.05,64,36,a4b5,g2g3,-303.0,229.0,532.0,0,0,17,5,3.751674785235082e-05,0.00011045158194752571,0.20926640926640927,0.14920634920634923,2304,145.24676690006163,145.60045889997855,452.0,1
opening_001_offset_00,opening_001,early,8,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,white,recurrent_edges_attenuated_0.05,1,19,f1g2,h3h4,-280.0,-30.0,250.0,0,0,17,7,0.0,0.0,,,19,1.5356609999435022,128.440923999995,229.0,1
opening_001_offset_00,opening_001,early,8,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,white,recurrent_edges_attenuated_0.05,2,19,f1g2,g4g5,-119.0,-30.0,89.0,0,0,14,6,7.953049498610198e-05,2.3592966331048766e-05,0.08403011971437054,0.1011976474796805,38,3.8488384999800473,128.440923999995,125.0,1
opening_001_offset_00,opening_001,early,8,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,white,recurrent_edges_attenuated_0.05,4,19,f1g2,g4g5,-119.0,-30.0,89.0,0,0,14,6,0.00010662700515240431,3.2707770455348816e-05,0.04826678832359237,0.08211179002574179,76,6.457044699927792,128.440923999995,125.0,1
opening_001_offset_00,opening_001,early,8,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,white,recurrent_edges_attenuated_0.05,8,19,f1g2,g4g5,-119.0,-30.0,89.0,0,0,14,6,0.00010763289174064994,3.316050328320688e-05,0.04826678832359237,0.08211179002574179,152,13.523641199921258,128.440923999995,121.0,1
opening_001_offset_00,opening_001,early,8,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,white,recurrent_edges_attenuated_0.05,16,19,f1g2,g4g5,-119.0,-30.0,89.0,0,0,14,6,0.00010763312457129359,3.3161051842072e-05,0.04826678832359237,0.08211179002574179,304,28.768175199977122,128.440923999995,115.0,1
opening_001_offset_00,opening_001,early,8,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,white,recurrent_edges_attenuated_0.05,32,19,f1g2,g4g5,-119.0,-30.0,89.0,0,0,14,6,0.00010763312457129359,3.3161051842072e-05,0.04826678832359237,0.08211179002574179,608,62.393563099903986,128.440923999995,119.0,1
opening_001_offset_00,opening_001,early,8,rnbqkbnr/1p2pppp/8/p1pp4/6P1/N6P/PPPPPP2/R1BQKBNR w KQkq - 0 5,white,recurrent_edges_attenuated_0.05,64,19,f1g2,g4g5,-119.0,-30.0,89.0,0,0,14,6,0.00010763312457129359,3.3161051842072e-05,0.04826678832359237,0.08211179002574179,1216,127.840121599962,128.440923999995,115.0,1
opening_001_offset_04,opening_001,early,12,r1bqkbnr/1p2ppp1/n7/p1pp3p/6P1/N4B1P/PPPPPP2/R1BQK1NR w KQkq - 2 7,white,recurrent_edges_attenuated_0.05,1,20,e2e4,h3h4,-485.0,-85.0,400.0,0,0,15,8,0.0,0.0,,,20,1.0888990999665111,90.31111529993359,406.0,1
opening_001_offset_04,opening_001,early,12,r1bqkbnr/1p2ppp1/n7/p1pp3p/6P1/N4B1P/PPPPPP2/R1BQK1NR w KQkq - 2 7,white,recurrent_edges_attenuated_0.05,2,20,e2e4,g4h5,-118.0,-85.0,33.0,0,0,4,5,1.9737795810215175e-05,8.179254988843278e-05,0.5674397315808514,0.4151682458530184,40,2.0732798000099137,90.31111529993359,0.0,1
opening_001_offset_04,opening_001,early,12,r1bqkbnr/1p2ppp1/n7/p1pp3p/6P1/N4B1P/PPPPPP2/R1BQK1NR w KQkq - 2 7,white,recurrent_edges_attenuated_0.05,4,20,e2e4,g4h5,-118.0,-85.0,33.0,0,0,4,5,2.85888381768018e-05,0.00011425512161106925,0.5453178272064325,0.3957797417883147,80,4.24849919998087,90.31111529993359,0.0,1
opening_001_offset_04,opening_001,early,12,r1bqkbnr/1p2ppp1/n7/p1pp3p/6P1/N4B1P/PPPPPP2/R1BQK1NR w KQkq - 2 7,white,recurrent_edges_attenuated_0.05,8,20,e2e4,g4h5,-118.0,-85.0,33.0,0,0,4,5,2.9129208996891975e-05,0.00011594246466499189,0.5453178272064325,0.3957797417883147,160,10.941392699955031,90.31111529993359,0.0,1
opening_001_offset_04,opening_001,early,12,r1bqkbnr/1p2ppp1/n7/p1pp3p/6P1/N4B1P/PPPPPP2/R1BQK1NR w KQkq - 2 7,white,recurrent_edges_attenuated_0.05,16,20,e2e4,g4h5,-118.0,-85.0,33.0,0,0,4,5,2.9130023904144764e-05,0.00011594465793025127,0.5453178272064325,0.3957797417883147,320,20.525083699962124,90.31111529993359,8.0,1
opening_001_offset_04,opening_001,early,12,r1bqkbnr/1p2ppp1/n7/p1pp3p/6P1/N4B1P/PPPPPP2/R1BQK1NR w KQkq - 2 7,white,recurrent_edges_attenuated_0.05,32,20,e2e4,g4h5,-118.0,-85.0,33.0,0,0,4,5,2.9130023904144764e-05,0.00011594465793025127,0.5453178272064325,0.3957797417883147,640,43.08499090000987,90.31111529993359,0.0,1
opening_001_offset_04,opening_001,early,12,r1bqkbnr/1p2ppp1/n7/p1pp3p/6P1/N4B1P/PPPPPP2/R1BQK1NR w KQkq - 2 7,white,recurrent_edges_attenuated_0.05,64,20,e2e4,g4h5,-118.0,-85.0,33.0,0,0,4,5,2.9130023904144764e-05,0.00011594465793025127,0.5453178272064325,0.3957797417883147,1280,89.96607640001457,90.31111529993359,0.0,1
opening_001_offset_08,opening_001,early,16,1rbqkbnr/1p2ppp1/n7/p2p3p/1Pp3P1/N1P2B1P/P2PPP2/R1BQK1NR w KQk - 0 9,white,recurrent_edges_attenuated_0.05,1,23,d1a4,h3h4,-654.0,-23.0,631.0,0,0,20,15,0.0,0.0,,,23,1.2368363999994472,106.06739450001623,571.0,1
