position_id,lesson_id,stage,split,source_game_id,fen,side_to_move,move_uci,teacher_cp,teacher_target,is_best,is_positive,legal_move_count,candidate_type,motif,mate_distance
movement_0000,movement_0000,movement,train,synthetic_movement_0000,4k3/8/8/8/8/5P2/8/4K3 w - - 0 1,white,f3f4,100.0,1.0,1,1,6,legal,piece_movement,
movement_0000,movement_0000,movement,train,synthetic_movement_0000,4k3/8/8/8/8/5P2/8/4K3 w - - 0 1,white,f3a1,-100.0,-1.0,0,0,6,illegal,piece_movement,
movement_0000,movement_0000,movement,train,synthetic_movement_0000,4k3/8/8/8/8/5P2/8/4K3 w - - 0 1,white,f3b1,-100.0,-1.0,0,0,6,illegal,piece_movement,
movement_0000,movement_0000,movement,train,synthetic_movement_0000,4k3/8/8/8/8/5P2/8/4K3 w - - 0 1,white,f3c1,-100.0,-1.0,0,0,6,illegal,piece_movement,
movement_0000,movement_0000,movement,train,synthetic_movement_0000,4k3/8/8/8/8/5P2/8/4K3 w - - 0 1,white,f3d1,-100.0,-1.0,0,0,6,illegal,piece_movement,
movement_0000,movement_0000,movement,train,synthetic_movement_0000,4k3/8/8/8/8/5P2/8/4K3 w - - 0 1,white,f3e1,-100.0,-1.0,0,0,6,illegal,piece_movement,
movement_0001,movement_0001,movement,train,synthetic_movement_0001,4k3/7N/8/8/8/8/8/4K3 w - - 0 1,white,h7f6,100.0,1.0,1,1,8,legal,piece_movement,
movement_0001,movement_0001,movement,train,synthetic_movement_0001,4k3/7N/8/8/8/8/8/4K3 w - - 0 1,white,h7f8,100.0,1.0,1,1,8,legal,piece_movement,
movement_0001,movement_0001,movement,train,synthetic_movement_0001,4k3/7N/8/8/8/8/8/4K3 w - - 0 1,white,h7g5,100.0,1.0,1,1,8,legal,piece_movement,
movement_0001,movement_0001,movement,train,synthetic_movement_0001,4k3/7N/8/8/8/8/8/4K3 w - - 0 1,white,h7a1,-100.0,-1.0,0,0,8,illegal,piece_movement,
movement_0001,movement_0001,movement,train,synthetic_movement_0001,4k3/7N/8/8/8/8/8/4K3 w - - 0 1,white,h7b1,-100.0,-1.0,0,0,8,illegal,piece_movement,
movement_0001,movement_0001,movement,train,synthetic_movement_0001,4k3/7N/8/8/8/8/8/4K3 w - - 0 1,white,h7c1,-100.0,-1.0,0,0,8,illegal,piece_movement,
movement_0001,movement_0001,movement,train,synthetic_movement_0001,4k3/7N/8/8/8/8/8/4K3 w - - 0 1,white,h7d1,-100.0,-1.0,0,0,8,illegal,piece_movement,
movement_0001,movement_0001,movement,train,synthetic_movement_0001,4k3/7N/8/8/8/8/8/4K3 w - - 0 1,white,h7e1,-100.0,-1.0,0,0,8,illegal,piece_movement,
movement_0002,movement_0002,movement,train,synthetic_movement_0002,4k3/8/8/8/1B6/8/8/4K3 w - - 0 1,white,b4a3,100.0,1.0,1,1,13,legal,piece_movement,
movement_0002,movement_0002,movement,train,synthetic_movement_0002,4k3/8/8/8/1B6/8/8/4K3 w - - 0 1,white,b4a5,100.0,1.0,1,1,13,legal,piece_movement,
movement_0002,movement_0002,movement,train,synthetic_movement_0002,4k3/8/8/8/1B6/8/8/4K3 w - - 0 1,white,b4c3,100.0,1.0,1,1,13,legal,piece_movement,
movement_0002,movement_0002,movement,train,synthetic_movement_0002,4k3/8/8/8/1B6/8/8/4K3 w - - 0 1,white,b4c5,100.0,1.0,1,1,13,legal,piece_movement,
movement_0002,movement_0002,movement,train,synthetic_movement_0002,4k3/8/8/8/1B6/8/8/4K3 w - - 0 1,white,b4d2,100.0,1.0,1,1,13,legal,piece_movement,
movement_0002,movement_0002,movement,train,synthetic_movement_0002,4k3/8/8/8/1B6/8/8/4K3 w - - 0 1,white,b4a1,-100.0,-1.0,0,0,13,illegal,piece_movement,
movement_0002,movement_0002,movement,train,synthetic_movement_0002,4k3/8/8/8/1B6/8/8/4K3 w - - 0 1,white,b4b1,-100.0,-1.0,0,0,13,illegal,piece_movement,
movement_0002,movement_0002,movement,train,synthetic_movement_0002,4k3/8/8/8/1B6/8/8/4K3 w - - 0 1,white,b4c1,-100.0,-1.0,0,0,13,illegal,piece_movement,
movement_0002,movement_0002,movement,train,synthetic_movement_0002,4k3/8/8/8/1B6/8/8/4K3 w - - 0 1,white,b4d1,-100.0,-1.0,0,0,13,illegal,piece_movement,
movement_0002,movement_0002,movement,train,synthetic_movement_0002,4k3/8/8/8/1B6/8/8/4K3 w - - 0 1,white,b4e1,-100.0,-1.0,0,0,13,illegal,piece_movement,
movement_0003,movement_0003,movement,train,synthetic_movement_0003,4k3/8/8/8/1R6/8/8/4K3 w - - 0 1,white,b4a4,100.0,1.0,1,1,19,legal,piece_movement,
movement_0003,movement_0003,movement,train,synthetic_movement_0003,4k3/8/8/8/1R6/8/8/4K3 w - - 0 1,white,b4b1,100.0,1.0,1,1,19,legal,piece_movement,
movement_0003,movement_0003,movement,train,synthetic_movement_0003,4k3/8/8/8/1R6/8/8/4K3 w - - 0 1,white,b4b2,100.0,1.0,1,1,19,legal,piece_movement,
movement_0003,movement_0003,movement,train,synthetic_movement_0003,4k3/8/8/8/1R6/8/8/4K3 w - - 0 1,white,b4b3,100.0,1.0,1,1,19,legal,piece_movement,
movement_0003,movement_0003,movement,train,synthetic_movement_0003,4k3/8/8/8/1R6/8/8/4K3 w - - 0 1,white,b4b5,100.0,1.0,1,1,19,legal,piece_movement,
movement_0003,movement_0003,movement,train,synthetic_movement_0003,4k3/8/8/8/1R6/8/8/4K3 w - - 0 1,white,b4a1,-100.0,-1.0,0,0,19,illegal,piece_movement,
movement_0003,movement_0003,movement,train,synthetic_movement_0003,4k3/8/8/8/1R6/8/8/4K3 w - - 0 1,white,b4c1,-100.0,-1.0,0,0,19,illegal,piece_movement,
movement_0003,movement_0003,movement,train,synthetic_movement_0003,4k3/8/8/8/1R6/8/8/4K3 w - - 0 1,white,b4d1,-100.0,-1.0,0,0,19,illegal,piece_movement,
movement_0003,movement_0003,movement,train,synthetic_movement_0003,4k3/8/8/8/1R6/8/8/4K3 w - - 0 1,white,b4e1,-100.0,-1.0,0,0,19,illegal,piece_movement,
movement_0003,movement_0003,movement,train,synthetic_movement_0003,4k3/8/8/8/1R6/8/8/4K3 w - - 0 1,white,b4f1,-100.0,-1.0,0,0,19,illegal,piece_movement,
movement_0004,movement_0004,movement,train,synthetic_movement_0004,4k3/6Q1/8/8/8/8/8/4K3 w - - 0 1,white,g7a1,100.0,1.0,1,1,28,legal,piece_movement,
movement_0004,movement_0004,movement,train,synthetic_movement_0004,4k3/6Q1/8/8/8/8/8/4K3 w - - 0 1,white,g7a7,100.0,1.0,1,1,28,legal,piece_movement,
movement_0004,movement_0004,movement,train,synthetic_movement_0004,4k3/6Q1/8/8/8/8/8/4K3 w - - 0 1,white,g7b2,100.0,1.0,1,1,28,legal,piece_movement,
movement_0004,movement_0004,movement,train,synthetic_movement_0004,4k3/6Q1/8/8/8/8/8/4K3 w - - 0 1,white,g7b7,100.0,1.0,1,1,28,legal,piece_movement,
movement_0004,movement_0004,movement,train,synthetic_movement_0004,4k3/6Q1/8/8/8/8/8/4K3 w - - 0 1,white,g7c3,100.0,1.0,1,1,28,legal,piece_movement,
movement_0004,movement_0004,movement,train,synthetic_movement_0004,4k3/6Q1/8/8/8/8/8/4K3 w - - 0 1,white,g7b1,-100.0,-1.0,0,0,28,illegal,piece_movement,
movement_0004,movement_0004,movement,train,synthetic_movement_0004,4k3/6Q1/8/8/8/8/8/4K3 w - - 0 1,white,g7c1,-100.0,-1.0,0,0,28,illegal,piece_movement,
movement_0004,movement_0004,movement,train,synthetic_movement_0004,4k3/6Q1/8/8/8/8/8/4K3 w - - 0 1,white,g7d1,-100.0,-1.0,0,0,28,illegal,piece_movement,
movement_0004,movement_0004,movement,train,synthetic_movement_0004,4k3/6Q1/8/8/8/8/8/4K3 w - - 0 1,white,g7e1,-100.0,-1.0,0,0,28,illegal,piece_movement,
movement_0004,movement_0004,movement,train,synthetic_movement_0004,4k3/6Q1/8/8/8/8/8/4K3 w - - 0 1,white,g7f1,-100.0,-1.0,0,0,28,illegal,piece_movement,
movement_0005,movement_0005,movement,train,synthetic_movement_0005,4k3/8/8/8/8/8/8/1K2K3 w - - 0 1,white,b1a1,100.0,1.0,1,1,10,legal,piece_movement,
movement_0005,movement_0005,movement,train,synthetic_movement_0005,4k3/8/8/8/8/8/8/1K2K3 w - - 0 1,white,b1a2,100.0,1.0,1,1,10,legal,piece_movement,
movement_0005,movement_0005,movement,train,synthetic_movement_0005,4k3/8/8/8/8/8/8/1K2K3 w - - 0 1,white,b1b2,100.0,1.0,1,1,10,legal,piece_movement,
movement_0005,movement_0005,movement,train,synthetic_movement_0005,4k3/8/8/8/8/8/8/1K2K3 w - - 0 1,white,b1c1,100.0,1.0,1,1,10,legal,piece_movement,
movement_0005,movement_0005,movement,train,synthetic_movement_0005,4k3/8/8/8/8/8/8/1K2K3 w - - 0 1,white,b1c2,100.0,1.0,1,1,10,legal,piece_movement,
movement_0005,movement_0005,movement,train,synthetic_movement_0005,4k3/8/8/8/8/8/8/1K2K3 w - - 0 1,white,b1d1,-100.0,-1.0,0,0,10,illegal,piece_movement,
movement_0005,movement_0005,movement,train,synthetic_movement_0005,4k3/8/8/8/8/8/8/1K2K3 w - - 0 1,white,b1e1,-100.0,-1.0,0,0,10,illegal,piece_movement,
movement_0005,movement_0005,movement,train,synthetic_movement_0005,4k3/8/8/8/8/8/8/1K2K3 w - - 0 1,white,b1f1,-100.0,-1.0,0,0,10,illegal,piece_movement,
movement_0005,movement_0005,movement,train,synthetic_movement_0005,4k3/8/8/8/8/8/8/1K2K3 w - - 0 1,white,b1g1,-100.0,-1.0,0,0,10,illegal,piece_movement,
movement_0005,movement_0005,movement,train,synthetic_movement_0005,4k3/8/8/8/8/8/8/1K2K3 w - - 0 1,white,b1h1,-100.0,-1.0,0,0,10,illegal,piece_movement,
movement_0006,movement_0006,movement,train,synthetic_movement_0006,4k3/8/8/8/8/1p6/8/4K3 b - - 0 1,black,b3b2,100.0,1.0,1,1,6,legal,piece_movement,
movement_0006,movement_0006,movement,train,synthetic_movement_0006,4k3/8/8/8/8/1p6/8/4K3 b - - 0 1,black,b3a1,-100.0,-1.0,0,0,6,illegal,piece_movement,
movement_0006,movement_0006,movement,train,synthetic_movement_0006,4k3/8/8/8/8/1p6/8/4K3 b - - 0 1,black,b3b1,-100.0,-1.0,0,0,6,illegal,piece_movement,
movement_0006,movement_0006,movement,train,synthetic_movement_0006,4k3/8/8/8/8/1p6/8/4K3 b - - 0 1,black,b3c1,-100.0,-1.0,0,0,6,illegal,piece_movement,
movement_0006,movement_0006,movement,train,synthetic_movement_0006,4k3/8/8/8/8/1p6/8/4K3 b - - 0 1,black,b3d1,-100.0,-1.0,0,0,6,illegal,piece_movement,
movement_0006,movement_0006,movement,train,synthetic_movement_0006,4k3/8/8/8/8/1p6/8/4K3 b - - 0 1,black,b3e1,-100.0,-1.0,0,0,6,illegal,piece_movement,
movement_0007,movement_0007,movement,train,synthetic_movement_0007,4k3/8/n7/8/8/8/8/4K3 b - - 0 1,black,a6b4,100.0,1.0,1,1,9,legal,piece_movement,
movement_0007,movement_0007,movement,train,synthetic_movement_0007,4k3/8/n7/8/8/8/8/4K3 b - - 0 1,black,a6b8,100.0,1.0,1,1,9,legal,piece_movement,
movement_0007,movement_0007,movement,train,synthetic_movement_0007,4k3/8/n7/8/8/8/8/4K3 b - - 0 1,black,a6c5,100.0,1.0,1,1,9,legal,piece_movement,
movement_0007,movement_0007,movement,train,synthetic_movement_0007,4k3/8/n7/8/8/8/8/4K3 b - - 0 1,black,a6c7,100.0,1.0,1,1,9,legal,piece_movement,
movement_0007,movement_0007,movement,train,synthetic_movement_0007,4k3/8/n7/8/8/8/8/4K3 b - - 0 1,black,a6a1,-100.0,-1.0,0,0,9,illegal,piece_movement,
movement_0007,movement_0007,movement,train,synthetic_movement_0007,4k3/8/n7/8/8/8/8/4K3 b - - 0 1,black,a6b1,-100.0,-1.0,0,0,9,illegal,piece_movement,
movement_0007,movement_0007,movement,train,synthetic_movement_0007,4k3/8/n7/8/8/8/8/4K3 b - - 0 1,black,a6c1,-100.0,-1.0,0,0,9,illegal,piece_movement,
movement_0007,movement_0007,movement,train,synthetic_movement_0007,4k3/8/n7/8/8/8/8/4K3 b - - 0 1,black,a6d1,-100.0,-1.0,0,0,9,illegal,piece_movement,
movement_0007,movement_0007,movement,train,synthetic_movement_0007,4k3/8/n7/8/8/8/8/4K3 b - - 0 1,black,a6e1,-100.0,-1.0,0,0,9,illegal,piece_movement,
movement_0008,movement_0008,movement,train,synthetic_movement_0008,4k3/8/8/b7/8/8/8/4K3 b - - 0 1,black,a5b4,100.0,1.0,1,1,12,legal,piece_movement,
movement_0008,movement_0008,movement,train,synthetic_movement_0008,4k3/8/8/b7/8/8/8/4K3 b - - 0 1,black,a5b6,100.0,1.0,1,1,12,legal,piece_movement,
movement_0008,movement_0008,movement,train,synthetic_movement_0008,4k3/8/8/b7/8/8/8/4K3 b - - 0 1,black,a5c3,100.0,1.0,1,1,12,legal,piece_movement,
movement_0008,movement_0008,movement,train,synthetic_movement_0008,4k3/8/8/b7/8/8/8/4K3 b - - 0 1,black,a5c7,100.0,1.0,1,1,12,legal,piece_movement,
movement_0008,movement_0008,movement,train,synthetic_movement_0008,4k3/8/8/b7/8/8/8/4K3 b - - 0 1,black,a5d2,100.0,1.0,1,1,12,legal,piece_movement,
movement_0008,movement_0008,movement,train,synthetic_movement_0008,4k3/8/8/b7/8/8/8/4K3 b - - 0 1,black,a5a1,-100.0,-1.0,0,0,12,illegal,piece_movement,
movement_0008,movement_0008,movement,train,synthetic_movement_0008,4k3/8/8/b7/8/8/8/4K3 b - - 0 1,black,a5b1,-100.0,-1.0,0,0,12,illegal,piece_movement,
movement_0008,movement_0008,movement,train,synthetic_movement_0008,4k3/8/8/b7/8/8/8/4K3 b - - 0 1,black,a5c1,-100.0,-1.0,0,0,12,illegal,piece_movement,
movement_0008,movement_0008,movement,train,synthetic_movement_0008,4k3/8/8/b7/8/8/8/4K3 b - - 0 1,black,a5d1,-100.0,-1.0,0,0,12,illegal,piece_movement,
movement_0008,movement_0008,movement,train,synthetic_movement_0008,4k3/8/8/b7/8/8/8/4K3 b - - 0 1,black,a5f1,-100.0,-1.0,0,0,12,illegal,piece_movement,
movement_0009,movement_0009,movement,train,synthetic_movement_0009,4k3/8/8/8/8/2r5/8/4K3 b - - 0 1,black,c3a3,100.0,1.0,1,1,19,legal,piece_movement,
movement_0009,movement_0009,movement,train,synthetic_movement_0009,4k3/8/8/8/8/2r5/8/4K3 b - - 0 1,black,c3b3,100.0,1.0,1,1,19,legal,piece_movement,
movement_0009,movement_0009,movement,train,synthetic_movement_0009,4k3/8/8/8/8/2r5/8/4K3 b - - 0 1,black,c3c1,100.0,1.0,1,1,19,legal,piece_movement,
movement_0009,movement_0009,movement,train,synthetic_movement_0009,4k3/8/8/8/8/2r5/8/4K3 b - - 0 1,black,c3c2,100.0,1.0,1,1,19,legal,piece_movement,
movement_0009,movement_0009,movement,train,synthetic_movement_0009,4k3/8/8/8/8/2r5/8/4K3 b - - 0 1,black,c3c4,100.0,1.0,1,1,19,legal,piece_movement,
movement_0009,movement_0009,movement,train,synthetic_movement_0009,4k3/8/8/8/8/2r5/8/4K3 b - - 0 1,black,c3a1,-100.0,-1.0,0,0,19,illegal,piece_movement,
movement_0009,movement_0009,movement,train,synthetic_movement_0009,4k3/8/8/8/8/2r5/8/4K3 b - - 0 1,black,c3b1,-100.0,-1.0,0,0,19,illegal,piece_movement,
movement_0009,movement_0009,movement,train,synthetic_movement_0009,4k3/8/8/8/8/2r5/8/4K3 b - - 0 1,black,c3d1,-100.0,-1.0,0,0,19,illegal,piece_movement,
movement_0009,movement_0009,movement,train,synthetic_movement_0009,4k3/8/8/8/8/2r5/8/4K3 b - - 0 1,black,c3e1,-100.0,-1.0,0,0,19,illegal,piece_movement,
movement_0009,movement_0009,movement,train,synthetic_movement_0009,4k3/8/8/8/8/2r5/8/4K3 b - - 0 1,black,c3f1,-100.0,-1.0,0,0,19,illegal,piece_movement,
movement_0010,movement_0010,movement,train,synthetic_movement_0010,4k2q/8/8/8/8/8/8/4K3 b - - 0 1,black,h8a1,100.0,1.0,1,1,21,legal,piece_movement,
movement_0010,movement_0010,movement,train,synthetic_movement_0010,4k2q/8/8/8/8/8/8/4K3 b - - 0 1,black,h8b2,100.0,1.0,1,1,21,legal,piece_movement,
movement_0010,movement_0010,movement,train,synthetic_movement_0010,4k2q/8/8/8/8/8/8/4K3 b - - 0 1,black,h8c3,100.0,1.0,1,1,21,legal,piece_movement,
movement_0010,movement_0010,movement,train,synthetic_movement_0010,4k2q/8/8/8/8/8/8/4K3 b - - 0 1,black,h8d4,100.0,1.0,1,1,21,legal,piece_movement,
movement_0010,movement_0010,movement,train,synthetic_movement_0010,4k2q/8/8/8/8/8/8/4K3 b - - 0 1,black,h8e5,100.0,1.0,1,1,21,legal,piece_movement,
movement_0010,movement_0010,movement,train,synthetic_movement_0010,4k2q/8/8/8/8/8/8/4K3 b - - 0 1,black,h8b1,-100.0,-1.0,0,0,21,illegal,piece_movement,
movement_0010,movement_0010,movement,train,synthetic_movement_0010,4k2q/8/8/8/8/8/8/4K3 b - - 0 1,black,h8c1,-100.0,-1.0,0,0,21,illegal,piece_movement,
movement_0010,movement_0010,movement,train,synthetic_movement_0010,4k2q/8/8/8/8/8/8/4K3 b - - 0 1,black,h8d1,-100.0,-1.0,0,0,21,illegal,piece_movement,
movement_0010,movement_0010,movement,train,synthetic_movement_0010,4k2q/8/8/8/8/8/8/4K3 b - - 0 1,black,h8e1,-100.0,-1.0,0,0,21,illegal,piece_movement,
movement_0010,movement_0010,movement,train,synthetic_movement_0010,4k2q/8/8/8/8/8/8/4K3 b - - 0 1,black,h8f1,-100.0,-1.0,0,0,21,illegal,piece_movement,
movement_0011,movement_0011,movement,train,synthetic_movement_0011,4k3/8/6k1/8/8/8/8/4K3 b - - 0 1,black,g6f5,100.0,1.0,1,1,13,legal,piece_movement,
movement_0011,movement_0011,movement,train,synthetic_movement_0011,4k3/8/6k1/8/8/8/8/4K3 b - - 0 1,black,g6f6,100.0,1.0,1,1,13,legal,piece_movement,
movement_0011,movement_0011,movement,train,synthetic_movement_0011,4k3/8/6k1/8/8/8/8/4K3 b - - 0 1,black,g6f7,100.0,1.0,1,1,13,legal,piece_movement,
movement_0011,movement_0011,movement,train,synthetic_movement_0011,4k3/8/6k1/8/8/8/8/4K3 b - - 0 1,black,g6g5,100.0,1.0,1,1,13,legal,piece_movement,
movement_0011,movement_0011,movement,train,synthetic_movement_0011,4k3/8/6k1/8/8/8/8/4K3 b - - 0 1,black,g6g7,100.0,1.0,1,1,13,legal,piece_movement,
movement_0011,movement_0011,movement,train,synthetic_movement_0011,4k3/8/6k1/8/8/8/8/4K3 b - - 0 1,black,g6a1,-100.0,-1.0,0,0,13,illegal,piece_movement,
movement_0011,movement_0011,movement,train,synthetic_movement_0011,4k3/8/6k1/8/8/8/8/4K3 b - - 0 1,black,g6b1,-100.0,-1.0,0,0,13,illegal,piece_movement,
movement_0011,movement_0011,movement,train,synthetic_movement_0011,4k3/8/6k1/8/8/8/8/4K3 b - - 0 1,black,g6c1,-100.0,-1.0,0,0,13,illegal,piece_movement,
movement_0011,movement_0011,movement,train,synthetic_movement_0011,4k3/8/6k1/8/8/8/8/4K3 b - - 0 1,black,g6d1,-100.0,-1.0,0,0,13,illegal,piece_movement,
movement_0011,movement_0011,movement,train,synthetic_movement_0011,4k3/8/6k1/8/8/8/8/4K3 b - - 0 1,black,g6e1,-100.0,-1.0,0,0,13,illegal,piece_movement,
movement_0012,movement_0012,movement,train,synthetic_movement_0012,4k3/8/8/8/8/8/1P6/4K3 w - - 0 1,white,b2b3,100.0,1.0,1,1,7,legal,piece_movement,
movement_0012,movement_0012,movement,train,synthetic_movement_0012,4k3/8/8/8/8/8/1P6/4K3 w - - 0 1,white,b2b4,100.0,1.0,1,1,7,legal,piece_movement,
movement_0012,movement_0012,movement,train,synthetic_movement_0012,4k3/8/8/8/8/8/1P6/4K3 w - - 0 1,white,b2a1,-100.0,-1.0,0,0,7,illegal,piece_movement,
movement_0012,movement_0012,movement,train,synthetic_movement_0012,4k3/8/8/8/8/8/1P6/4K3 w - - 0 1,white,b2b1,-100.0,-1.0,0,0,7,illegal,piece_movement,
movement_0012,movement_0012,movement,train,synthetic_movement_0012,4k3/8/8/8/8/8/1P6/4K3 w - - 0 1,white,b2c1,-100.0,-1.0,0,0,7,illegal,piece_movement,
movement_0012,movement_0012,movement,train,synthetic_movement_0012,4k3/8/8/8/8/8/1P6/4K3 w - - 0 1,white,b2d1,-100.0,-1.0,0,0,7,illegal,piece_movement,
movement_0012,movement_0012,movement,train,synthetic_movement_0012,4k3/8/8/8/8/8/1P6/4K3 w - - 0 1,white,b2e1,-100.0,-1.0,0,0,7,illegal,piece_movement,
